CAESALPINOIDEAE,BAUHINIA,1,Bauhinia rufescens Lam,Bauhinia rufescens Lam.,SPECIES,Fabaceae,Bauhinia rufescens,100,EXACT
CAESALPINOIDEAE,CAESALPINIA,2,Caesalpinia pulcherima (L.) Swartz ,Caesalpinia pulcherrima (L.) Sw.,SPECIES,Fabaceae,Caesalpinia pulcherrima,95,FUZZY
CAESALPINOIDEAE,CASSIA,3,Cassia sieberiana DC.,Cassia sieberiana DC.,SPECIES,Fabaceae,Cassia sieberiana,100,EXACT
CAESALPINOIDEAE,CHAMAECRISTA,4,Chamaecrista absus (L.) H.S. Irwin &,Chamaecrista absus (L.) H.S.Irwin & Barneby,SPECIES,Fabaceae,Chamaecrista absus,100,EXACT
CAESALPINOIDEAE,CHAMAECRISTA,5,Chamaecrista telfairiana (Hook.f.) Lock ,Chamaecrista telfairiana (Hook.f.) Lock,SPECIES,Fabaceae,Chamaecrista telfairiana,100,EXACT
CAESALPINOIDEAE,CHAMAECRISTA,6,Chamaecrista nigricans (Vahl) Greene,Chamaecrista nigricans (Vahl) Greene,SPECIES,Fabaceae,Chamaecrista nigricans,100,EXACT
