id,basisOfRecord,occurrenceid,scientificname,family,locality,countrycode,barcode,STATION,day,month,year,decimal_latitude,decimal_longitude
51776,preservedSpecimen,urn:mrbif:ens:hnm:51776,Indigofera senegalensis Lam.,Leguminosae-Papilionoideae,Nouakchott,MR,HNM01616,143-145 km à l'est de Nouakchott,18,10,1990,18.119444,-16.040556
51777,preservedSpecimen,urn:mrbif:ens:hnm:51777,Indigofera senegalensis Lam.,Leguminosae-Papilionoideae,Nouakchott,MR,HNM01617,146 km à l'est de Nouakchott,19,10,1990,18.119444,-16.040556
51778,preservedSpecimen,urn:mrbif:ens:hnm:51778,Indigofera senegalensis Lam.,Leguminosae-Papilionoideae,<null>,MR,HNM01618,El Meymoun,30,12,1989,<null>,<null>
51779,preservedSpecimen,urn:mrbif:ens:hnm:51779,Indigofera semitrijuga Forsk.,Leguminosae-Papilionoideae,Nema,MR,HNM01619,Dhraa Emane Ichigdane,9,5,1992,16.566389,-7.175833
51780,preservedSpecimen,urn:mrbif:ens:hnm:51780,Indigofera semitrijuga Forsk.,Leguminosae-Papilionoideae,Boutilimit,MR,HNM01620,Environ 28 km à l'ouest de Boutilimit,20,10,1990,17.515556,-14.772778
51781,preservedSpecimen,urn:mrbif:ens:hnm:51781,Indigofera semitrijuga Forsk.,Leguminosae-Papilionoideae,Bennichab,MR,HNM01621,Avant Binnichab,7,5,1992,19.379444,-15.383333
51782,preservedSpecimen,urn:mrbif:ens:hnm:51782,Cyamopsis senegalensis Guill. & Perr.,Leguminosae-Papilionoideae,<null>,MR,HNM01622,Lemjourmen,19,10,1990,<null>,<null>
51783,preservedSpecimen,urn:mrbif:ens:hnm:51783,Indigofera semitrijuga Forsk.,Leguminosae-Papilionoideae,<null>,MR,HNM01623,Lemjourmen,19,10,1990,<null>,<null>
51784,preservedSpecimen,urn:mrbif:ens:hnm:51784,Crotalaria saharae Coss.,Leguminosae-Papilionoideae,Tmeimichat,MR,HNM01624,Ouest Tmeimichat Edekmar,11,5,1992,21.216944,-14.343333
51785,preservedSpecimen,urn:mrbif:ens:hnm:51785,Cyamopsis senegalensis Guill. & Perr.,Leguminosae-Papilionoideae,<null>,MR,HNM01625,Lemjourmen,19,10,1990,<null>,<null>
51786,preservedSpecimen,urn:mrbif:ens:hnm:51786,Cyamopsis senegalensis Guill. & Perr.,Leguminosae-Papilionoideae,<null>,MR,HNM01626,Lemjourmen,19,10,1990,<null>,<null>
51787,preservedSpecimen,urn:mrbif:ens:hnm:51787,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,Sangarafa,MR,HNM01627,Touejigjit - Sagrava,6,1,1989,17.533333,-12.766667
51788,preservedSpecimen,urn:mrbif:ens:hnm:51788,Alysicarpus bupleurifolius D.C.,Leguminosae-Papilionoideae,Maghama,MR,HNM01628,Maghama-Foum Gleita,19,11,1992,15.5091528104622,-12.8500550302222
51789,preservedSpecimen,urn:mrbif:ens:hnm:51789,Astragalus vogelii (Webb) Bornm,Leguminosae-Papilionoideae,Nema,MR,HNM01629,Dhraa Emane Ichigdane,9,5,1992,16.566389,-7.175833
51790,preservedSpecimen,urn:mrbif:ens:hnm:51790,Lotus halophilus Boiss.,Leguminosae-Papilionoideae,Banc d' Arguin,MR,HNM01630,Cap Tafarit PNBA,13,12,1992,20.198056,-16.5475
51791,preservedSpecimen,urn:mrbif:ens:hnm:51791,Pterocarpus sp.,Leguminosae-Papilionoideae,Moundi,MR,HNM01631,Forêt de Moundi,21,11,1992,16.6912067074356,-14.0313772787494
51792,preservedSpecimen,urn:mrbif:ens:hnm:51792,Psoralea plicata Del.,Leguminosae-Papilionoideae,Nema,MR,HNM01632,Dhraa Emane Ichigdane,9,5,1992,16.566389,-7.175833
51793,preservedSpecimen,urn:mrbif:ens:hnm:51793,Pterocarpus lucens Lepr.,Leguminosae-Papilionoideae,Kaedi,MR,HNM01633,Environ 37 km kaedi-maghama,18,11,1992,16.1465300637225,-13.5047391609149
51794,preservedSpecimen,urn:mrbif:ens:hnm:51794,Pterocarpus erinaceus Poir.,Leguminosae-Papilionoideae,<null>,MR,HNM01634,El Jedida,21,11,1992,<null>,<null>
51795,preservedSpecimen,urn:mrbif:ens:hnm:51795,Pterocarpus erinaceus Poir.,Leguminosae-Papilionoideae,<null>,MR,HNM01635,El Jedida,21,11,1992,<null>,<null>
51796,preservedSpecimen,urn:mrbif:ens:hnm:51796,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,<null>,MR,HNM01636,G. el Kerkar,23,12,1989,<null>,<null>
51797,preservedSpecimen,urn:mrbif:ens:hnm:51797,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,Nouakchott,MR,HNM01637,Environ  50 km au sud de Nouakchott,30,11,1990,18.119444,-16.040556
51798,preservedSpecimen,urn:mrbif:ens:hnm:51798,Sesbania sp.,Leguminosae-Papilionoideae,Choum,MR,HNM01638,Aggui,10,5,1992,21.194722,-13.052778
51799,preservedSpecimen,urn:mrbif:ens:hnm:51799,Sesbania sp.,Leguminosae-Papilionoideae,Kaedi,MR,HNM01639,Environ 37 km kaedi-maghama,18,11,1992,16.1465300637225,-13.5047391609149
51800,preservedSpecimen,urn:mrbif:ens:hnm:51800,Sesbania sp.,Leguminosae-Papilionoideae,Maghama,MR,HNM01640,Avant Maghama,19,11,1992,15.5091528104622,-12.8500550302222
51801,preservedSpecimen,urn:mrbif:ens:hnm:51801,Tephrosia sp.,Leguminosae-Papilionoideae,Djouk,MR,HNM01641,Djouk,6,1,1989,17.1125,-12.150278
51802,preservedSpecimen,urn:mrbif:ens:hnm:51802,Tephrosia sp.,Leguminosae-Papilionoideae,Nema,MR,HNM01642,Dhar,24,12,1989,16.566389,-7.175833
51803,preservedSpecimen,urn:mrbif:ens:hnm:51803,Tephrosia uniflora Pers.,Leguminosae-Papilionoideae,Rindiao,MR,HNM01643,Station Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51804,preservedSpecimen,urn:mrbif:ens:hnm:51804,Tephrosia purpurea (L.) Pers.,Leguminosae-Papilionoideae,Selibaby,MR,HNM01644,Selibaby - Ould Yengé,21,11,1992,15.158945880535,-12.1828970609949
51805,preservedSpecimen,urn:mrbif:ens:hnm:51805,Tephrosia purpurea (L.) Pers.,Leguminosae-Papilionoideae,Selibaby,MR,HNM01645,Selibaby - Ould Yengé,21,11,1992,15.158945880535,-12.1828970609949
51806,preservedSpecimen,urn:mrbif:ens:hnm:51806,Indéterminé : indéterminée,Indéterminé,Moundi,MR,HNM01646,Forêt de Moundi,21,11,1992,16.6912067074356,-14.0313772787494
51807,preservedSpecimen,urn:mrbif:ens:hnm:51807,Tephrosia sp.,Leguminosae-Papilionoideae,<null>,MR,HNM01647,<null>,<null>,<null>,<null>,<null>,<null>
51808,preservedSpecimen,urn:mrbif:ens:hnm:51808,Indéterminé : indéterminée,Indéterminé,Mbout,MR,HNM01648,Passe de M'Bout,14,12,93,16.0215678287564,-12.5837889498253
51809,preservedSpecimen,urn:mrbif:ens:hnm:51809,Indéterminé : indéterminée,Indéterminé,Selibaby,MR,HNM01649,Ghabou,13,12,1993,15.158945880535,-12.1828970609949
51810,preservedSpecimen,urn:mrbif:ens:hnm:51810,Indéterminé : indéterminée,Indéterminé,Gouraye,MR,HNM01650,Sillou (Ghabou-Gouraye),13,12,1993,14.9090080570315,-12.4139558305365
51811,preservedSpecimen,urn:mrbif:ens:hnm:51811,Indéterminé : indéterminée,Indéterminé,Selibaby,MR,HNM01651,Selibaby (près du grand arbre de Poste),12,12,1993,15.158945880535,-12.1828970609949
51812,preservedSpecimen,urn:mrbif:ens:hnm:51812,Indéterminé : indéterminée,Indéterminé,Guidimaka,MR,HNM01652,Souve,11,12,1993,14.96,-12.327222
51813,preservedSpecimen,urn:mrbif:ens:hnm:51813,Terminalia macroptera Guill. & Perr.,Combretaceae,Moudji,MR,HNM01653,Mouddi,12,12,1993,<null>,<null>
51814,preservedSpecimen,urn:mrbif:ens:hnm:51814,Terminalia macroptera Guill. & Perr.,Combretaceae,Moudji,MR,HNM01654,Mouddi,12,12,1993,<null>,<null>
51815,preservedSpecimen,urn:mrbif:ens:hnm:51815,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01655,Gdimballa,10,12,1993,<null>,<null>
51816,preservedSpecimen,urn:mrbif:ens:hnm:51816,Indéterminé : indéterminée,Indéterminé,Moudji,MR,HNM01656,Mouddi,12,12,1993,<null>,<null>
51817,preservedSpecimen,urn:mrbif:ens:hnm:51817,Indéterminé : indéterminée,Indéterminé,Rosso,MR,HNM01657,Lycée de Rosso,17,12,1993,16.510278,-15.914167
51818,preservedSpecimen,urn:mrbif:ens:hnm:51818,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01658,Birette,17,12,1993,<null>,<null>
51819,preservedSpecimen,urn:mrbif:ens:hnm:51819,Indéterminé : indéterminée,Indéterminé,Tiguent,MR,HNM01659,Tiguent - Nouakchott,18,12,1993,17.266667,-16.033333
51820,preservedSpecimen,urn:mrbif:ens:hnm:51820,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01660,El Ghaïre,23,11,1992,<null>,<null>
51821,preservedSpecimen,urn:mrbif:ens:hnm:51821,Indéterminé : indéterminée,Indéterminé,Rindiao,MR,HNM01661,Station Rindiao,17,11,1992,16.1402858146709,-13.5799990026909
51822,preservedSpecimen,urn:mrbif:ens:hnm:51822,Indéterminé : indéterminée,Indéterminé,Sani,MR,HNM01662,Sani (environ 20 km au nord ouest de Kankossa),22,11,1992,16.066667,-11.55
51823,preservedSpecimen,urn:mrbif:ens:hnm:51823,Indéterminé : indéterminée,Indéterminé,Moundi,MR,HNM01663,Forêt de Moundi,21,11,1992,16.6912067074356,-14.0313772787494
51824,preservedSpecimen,urn:mrbif:ens:hnm:51824,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01664,El Ghaïre,23,11,1992,<null>,<null>
51825,preservedSpecimen,urn:mrbif:ens:hnm:51825,Indéterminé : indéterminée,Indéterminé,Moundi,MR,HNM01665,Forêt de Moundi,21,11,1992,16.6912067074356,-14.0313772787494
51826,preservedSpecimen,urn:mrbif:ens:hnm:51826,Indéterminé : indéterminée,Indéterminé,Kaedi,MR,HNM01666,Environ 37 km kaedi-maghama,18,11,1992,16.1465300637225,-13.5047391609149
51827,preservedSpecimen,urn:mrbif:ens:hnm:51827,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01667,El Jedida,21,11,1992,<null>,<null>
51828,preservedSpecimen,urn:mrbif:ens:hnm:51828,Indéterminé : indéterminée,Indéterminé,Kaedi,MR,HNM01668,Environ 37 km kaedi-maghama,18,11,1992,16.1465300637225,-13.5047391609149
51829,preservedSpecimen,urn:mrbif:ens:hnm:51829,Indéterminé : indéterminée,Indéterminé,Maghama,MR,HNM01669,Avant Maghama,19,11,1992,15.5091528104622,-12.8500550302222
51830,preservedSpecimen,urn:mrbif:ens:hnm:51830,Indéterminé : indéterminée,Indéterminé,Moundi,MR,HNM01670,Forêt de Moundi - El Jedida,21,11,1992,16.6912067074356,-14.0313772787494
51831,preservedSpecimen,urn:mrbif:ens:hnm:51831,Indéterminé : indéterminée,Indéterminé,Moundi,MR,HNM01671,Forêt de Moundi,21,11,1992,16.6912067074356,-14.0313772787494
51832,preservedSpecimen,urn:mrbif:ens:hnm:51832,Indéterminé : indéterminée,Indéterminé,<null>,MR,HNM01672,El Ghaïre,23,11,1992,<null>,<null>
51833,preservedSpecimen,urn:mrbif:ens:hnm:51833,Ludwigia octovalis (Jacq.) Raven,Onagraceae,Sani,MR,HNM01673,Sani (environ 20 km au nord ouest de Kankossa),22,11,1992,16.066667,-11.55
51834,preservedSpecimen,urn:mrbif:ens:hnm:51834,Indéterminé : indéterminée,Indéterminé,Kaedi,MR,HNM01674,CVK de Kaédi,17,11,1992,16.1465300637225,-13.5047391609149
51835,preservedSpecimen,urn:mrbif:ens:hnm:51835,Rogeria adenophylla J. Gay,Pedaliaceae,Kiffa,MR,HNM01675,Tamourt Billemtar,21,12,1989,16.549444,-11.409167
51836,preservedSpecimen,urn:mrbif:ens:hnm:51836,Sesamum alatum Thonn.,Pedaliaceae,<null>,MR,HNM01676,Lemjourmen,19,10,1990,<null>,<null>
51837,preservedSpecimen,urn:mrbif:ens:hnm:51837,Sesamum alatum Thonn.,Pedaliaceae,<null>,MR,HNM01677,Lemjourmen,19,10,1990,<null>,<null>
51838,preservedSpecimen,urn:mrbif:ens:hnm:51838,Sesamum alatum Thonn.,Pedaliaceae,Ajwer,MR,HNM01678,Est Ajweir,19,10,1990,16.75,-8.683332999999999
51839,preservedSpecimen,urn:mrbif:ens:hnm:51839,Ludwigia octovalis (Jacq.) Raven,Onagraceae,Kaedi,MR,HNM01679,Sortie Kaédi,18,11,1992,16.1465300637225,-13.5047391609149
51840,preservedSpecimen,urn:mrbif:ens:hnm:51840,Rogeria adenophylla J. Gay,Pedaliaceae,Foum Gleita,MR,HNM01680,Foum Gleita,19,11,1992,16.1568263269294,-12.6689557252058
51841,preservedSpecimen,urn:mrbif:ens:hnm:51841,Polygala erioptera DC.,Polygalaceae,<null>,MR,HNM01681,Lemjourmen,19,10,1990,<null>,<null>
51842,preservedSpecimen,urn:mrbif:ens:hnm:51842,Polygala erioptera DC.,Polygalaceae,<null>,MR,HNM01682,Oum Tounsi,29,11,1990,<null>,<null>
51843,preservedSpecimen,urn:mrbif:ens:hnm:51843,Polygala erioptera DC.,Polygalaceae,Akjoujt,MR,HNM01683,environ  40 km au nord d'Akjoujt,9,5,1992,19.696944,-14.416389
51844,preservedSpecimen,urn:mrbif:ens:hnm:51844,Plantago albicans L.,Plantaginaceae,<null>,MR,HNM01684,G. Lheyrich,10,5,1992,<null>,<null>
51845,preservedSpecimen,urn:mrbif:ens:hnm:51845,Calligonum comosum L'Hér.,Polygalaceae,Boutilimit,MR,HNM01685,Boutilimit,20,10,1990,17.515556,-14.772778
51846,preservedSpecimen,urn:mrbif:ens:hnm:51846,Calligonum comosum L'Hér.,Polygalaceae,Boutilimit,MR,HNM01686,Boutilimit,20,10,1990,17.515556,-14.772778
51847,preservedSpecimen,urn:mrbif:ens:hnm:51847,Calligonum comosum L'Hér.,Polygalaceae,<null>,MR,HNM01687,H. Amilli,8,5,1992,<null>,<null>
51848,preservedSpecimen,urn:mrbif:ens:hnm:51848,Calligonum comosum L'Hér.,Polygalaceae,<null>,MR,HNM01688,H. Amilli,8,5,1992,<null>,<null>
51849,preservedSpecimen,urn:mrbif:ens:hnm:51849,Calligonum comosum L'Hér.,Polygalaceae,<null>,MR,HNM01689,Inemmouden,10,5,1992,<null>,<null>
51850,preservedSpecimen,urn:mrbif:ens:hnm:51850,Rumex vesicarius L.,Polygalaceae,<null>,MR,HNM01690,G. Lheyrich,10,5,1992,<null>,<null>
51851,preservedSpecimen,urn:mrbif:ens:hnm:51851,Portulaca oleracea L.,Portulacaceae,<null>,MR,HNM01691,El Ghaïre,10,1,1989,<null>,<null>
51852,preservedSpecimen,urn:mrbif:ens:hnm:51852,Portulaca oleracea L.,Portulacaceae,Aioun el Atrouss,MR,HNM01692,Aioun Source,23,12,1989,16.5825,-9.584721999999999
51853,preservedSpecimen,urn:mrbif:ens:hnm:51853,Portulaca oleracea L.,Portulacaceae,Aleg,MR,HNM01693,Lac Aleg,19,10,1990,17.014444,-13.961667
51854,preservedSpecimen,urn:mrbif:ens:hnm:51854,Portulaca oleracea L.,Portulacaceae,Nema,MR,HNM01694,Dhraa Emane Ichigdane,9,5,1992,16.566389,-7.175833
51855,preservedSpecimen,urn:mrbif:ens:hnm:51855,Neurada procumbens L.,Chenopodiaceae,<null>,MR,HNM01695,H. Amilli,8,5,1992,<null>,<null>
51856,preservedSpecimen,urn:mrbif:ens:hnm:51856,Caylusea hexagyna (Forssk.) M.L.Green,Resedaceae,Nema,MR,HNM01696,Dhraa Emane Ichigdane,9,5,1992,16.566389,-7.175833
51857,preservedSpecimen,urn:mrbif:ens:hnm:51857,Caylusea hexagyna (Forssk.) M.L.Green,Resedaceae,Akjoujt,MR,HNM01697,Ouest d'Akjoujt,8,5,1992,19.696944,-14.416389
51858,preservedSpecimen,urn:mrbif:ens:hnm:51858,Caylusea hexagyna (Forssk.) M.L.Green,Resedaceae,<null>,MR,HNM01698,G. Lheyrich,10,5,1992,<null>,<null>
51859,preservedSpecimen,urn:mrbif:ens:hnm:51859,Reseda villosa Coss.,Resedaceae,<null>,MR,HNM01699,Wererde,10,5,1992,<null>,<null>
51860,preservedSpecimen,urn:mrbif:ens:hnm:51860,Reseda villosa Coss.,Resedaceae,<null>,MR,HNM01700,Wererde,10,5,1992,<null>,<null>
51861,preservedSpecimen,urn:mrbif:ens:hnm:51861,Reseda sp.,Resedaceae,Aleg,MR,HNM01701,Ouest d'Aleg,18,10,1990,17.014444,-13.961667
51862,preservedSpecimen,urn:mrbif:ens:hnm:51862,Ziziphus mauritiana Lam.,Rhamnaceae,Egjert,MR,HNM01702,Egjert,23,12,1989,16.6286111,9.4408333
51863,preservedSpecimen,urn:mrbif:ens:hnm:51863,Ziziphus sp.,Rhamnaceae,<null>,MR,HNM01703,Ouad El Garva,20,11,1992,<null>,<null>
51864,preservedSpecimen,urn:mrbif:ens:hnm:51864,Ziziphus sp.,Rhamnaceae,<null>,MR,HNM01704,Ouad El Garva,20,11,1992,<null>,<null>
51865,preservedSpecimen,urn:mrbif:ens:hnm:51865,Ziziphus lotus (Lam) L.,Rhamnaceae,Akjoujt,MR,HNM01705,Mare d'Akjoujt,9,5,1992,19.696944,-14.416389
51866,preservedSpecimen,urn:mrbif:ens:hnm:51866,Ziziphus sp.,Rhamnaceae,Kaedi,MR,HNM01706,Environ 37 km kaedi-maghama,18,11,1992,16.1465300637225,-13.5047391609149
51867,preservedSpecimen,urn:mrbif:ens:hnm:51867,Ziziphus mauritiana Lam.,Rhamnaceae,<null>,MR,HNM01707,H. Amilli,8,5,1992,<null>,<null>
51868,preservedSpecimen,urn:mrbif:ens:hnm:51868,Ziziphus mauritiana Lam.,Rhamnaceae,Nema,MR,HNM01708,Dhraa Emane Ichigdane,24,12,1989,16.566389,-7.175833
51869,preservedSpecimen,urn:mrbif:ens:hnm:51869,Ziziphus mauritiana Lam.,Rhamnaceae,<null>,MR,HNM01709,<null>,<null>,<null>,<null>,<null>,<null>
51870,preservedSpecimen,urn:mrbif:ens:hnm:51870,Ziziphus mauritiana Lam.,Rhamnaceae,Djouk,MR,HNM01710,Djouk,6,1,1989,17.1125,-12.150278
51871,preservedSpecimen,urn:mrbif:ens:hnm:51871,Ziziphus mauritiana Lam.,Rhamnaceae,Djouk,MR,HNM01711,Est de Diouk,6,1,1989,17.1125,-12.150278
51872,preservedSpecimen,urn:mrbif:ens:hnm:51872,Ziziphus sp.,Rhamnaceae,<null>,MR,HNM01712,Ouad El Garva,20,11,1992,<null>,<null>
51873,preservedSpecimen,urn:mrbif:ens:hnm:51873,Ziziphus spina-christi (L.) Willd.,Rhamnaceae,Moudji,MR,HNM01713,Moudji,12,12,1993,<null>,<null>
51874,preservedSpecimen,urn:mrbif:ens:hnm:51874,Neurada procumbens L.,Chenopodiaceae,<null>,MR,HNM01714,Oum Tounsi,29,11,1990,<null>,<null>
51875,preservedSpecimen,urn:mrbif:ens:hnm:51875,Neurada procumbens L.,Chenopodiaceae,<null>,MR,HNM01715,Oum Tounsi,29,11,1990,<null>,<null>
51876,preservedSpecimen,urn:mrbif:ens:hnm:51876,Neurada procumbens L.,Chenopodiaceae,<null>,MR,HNM01716,H. Amilli,8,5,1992,<null>,<null>
51877,preservedSpecimen,urn:mrbif:ens:hnm:51877,Neurada procumbens L.,Chenopodiaceae,<null>,MR,HNM01717,Wererde,10,5,1992,<null>,<null>
51878,preservedSpecimen,urn:mrbif:ens:hnm:51878,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,<null>,MR,HNM01718,El Ghaïre,20,12,1989,<null>,<null>
51879,preservedSpecimen,urn:mrbif:ens:hnm:51879,Borreria verticillata G.F.W.Mey.,Rubiaceae,Kaedi,MR,HNM01719,Sortie Kaédi,18,11,1992,16.1465300637225,-13.5047391609149
51880,preservedSpecimen,urn:mrbif:ens:hnm:51880,Mitragyna inermis (Willd.) Kuntze,Rubiaceae,Kaedi,MR,HNM01720,Environ 37 km kaedi-maghama,18,11,1992,16.1465300637225,-13.5047391609149
51881,preservedSpecimen,urn:mrbif:ens:hnm:51881,Linaria aegyptiaca L.,Scrophulariaceae,<null>,MR,HNM01721,<null>,<null>,<null>,<null>,<null>,<null>
51882,preservedSpecimen,urn:mrbif:ens:hnm:51882,Linaria aegyptiaca L.,Scrophulariaceae,Akjoujt,MR,HNM01722,Ouest d'Akjoujt,8,5,1992,19.696944,-14.416389
51883,preservedSpecimen,urn:mrbif:ens:hnm:51883,Linaria aegyptiaca L.,Scrophulariaceae,Amsaga,MR,HNM01723,Amsaga,9,5,1992,20.116667,-14.166667
51884,preservedSpecimen,urn:mrbif:ens:hnm:51884,Salvadora persica L.,Salvadoraceae,<null>,MR,HNM01724,Nissri M'Haijratt,12,5,1992,<null>,<null>
