Fabaceae,Crotalaria,Crotalaria comosa ,Bak.,Crotalaria comosa Baker,SPECIES,Fabaceae,Crotalaria comosa,100,EXACT
Fabaceae,Crotalaria,Crotalaria confusa ,Hepper,Crotalaria confusa Hepper,SPECIES,Fabaceae,Crotalaria confusa,100,EXACT
Fabaceae,Crotalaria,Crotalaria cylindrocarpa ,DC.,Crotalaria cylindrocarpa DC.,SPECIES,Fabaceae,Crotalaria cylindrocarpa,100,EXACT
Fabaceae,Crotalaria,Crotalaria doniana ,Baker,Crotalaria doniana Baker,SPECIES,Fabaceae,Crotalaria doniana,100,EXACT
Fabaceae,Crotalaria,Crotalaria glauca ,Willd.,Crotalaria glauca Willd.,SPECIES,Fabaceae,Crotalaria glauca,100,EXACT
Fabaceae,Crotalaria,Crotalaria goreensis ,Garay & Taylor,Crotalaria goreensis Guill. & Perr.,SPECIES,Fabaceae,Crotalaria goreensis,100,EXACT
Fabaceae,Crotalaria,Crotalaria graminicola ,Taub.,Crotalaria graminicola Baker f.,SPECIES,Fabaceae,Crotalaria graminicola,100,EXACT
Fabaceae,Crotalaria,Crotalaria juncea ,L.,Crotalaria juncea L.,SPECIES,Fabaceae,Crotalaria juncea,100,EXACT
Fabaceae,Crotalaria,Crotalaria lachnophora ,Hochst. ex A.Rich.,Crotalaria lachnophora A.Rich.,SPECIES,Fabaceae,Crotalaria lachnophora,100,EXACT
Fabaceae,Crotalaria,Crotalaria lachnosema ,Stapf,Crotalaria lachnosema Stapf,SPECIES,Fabaceae,Crotalaria lachnosema,100,EXACT
Fabaceae,Crotalaria,Crotalaria leprieurii ,Guill. & Perr.,Crotalaria leprieurii Guill. & Perr.,SPECIES,Fabaceae,Crotalaria leprieurii,100,EXACT
Fabaceae,Crotalaria,Crotalaria macrocalyx ,Benth.,Crotalaria macrocalyx Benth.,SPECIES,Fabaceae,Crotalaria macrocalyx,100,EXACT
Fabaceae,Crotalaria,Crotalaria microcarpa ,Hochst. ex Benth.,Crotalaria microcarpa Benth.,SPECIES,Fabaceae,Crotalaria microcarpa,100,EXACT
Fabaceae,Crotalaria,Crotalaria mortonii ,Hepper,Crotalaria mortonii Hepper,SPECIES,Fabaceae,Crotalaria mortonii,100,EXACT
Fabaceae,Crotalaria,Crotalaria naragutensis ,Hutch.,Crotalaria naragutensis Hutch.,SPECIES,Fabaceae,Crotalaria naragutensis,100,EXACT
Fabaceae,Crotalaria,Crotalaria pallida Ait. var. obovata, (G. Don) Polhill,Crotalaria pallida Aiton,SPECIES,Fabaceae,Crotalaria pallida,100,EXACT
Fabaceae,Crotalaria,Crotalaria perrottetii, D.C.,Crotalaria perrottetii DC.,SPECIES,Fabaceae,Crotalaria perrottetii,100,EXACT
Fabaceae,Crotalaria,Crotalaria polygaloides ,Welw. ex Baker,Crotalaria polygaloides Baker,SPECIES,Fabaceae,Crotalaria polygaloides,100,EXACT
Fabaceae,Crotalaria,Crotalaria retusa ,L.,Crotalaria retusa L.,SPECIES,Fabaceae,Crotalaria retusa,100,EXACT
Fabaceae,Cynometra ,Cynometra megalophylla ,Harms,Cynometra megalophylla Harms,SPECIES,Fabaceae,Cynometra megalophylla,100,EXACT
Fabaceae,Dalbergia,Dalbergia oblongifolia ,G. Don,Dalbergia oblongifolia G.Don,SPECIES,Fabaceae,Dalbergia oblongifolia,100,EXACT
Fabaceae,Dalbergia,Dalbergia rufa ,G. Don,Dalbergia rufa G.Don,SPECIES,Fabaceae,Dalbergia rufa,100,EXACT
Fabaceae,Dalbergia ,Dalbergia afzeliana ,D.Don,Dalbergia afzeliana G.Don,SPECIES,Fabaceae,Dalbergia afzeliana,100,EXACT
Fabaceae,Dalbergia ,Dalbergia bignonae ,Berhaut,Dalbergia bignonae Berhaut,SPECIES,Fabaceae,Dalbergia bignonae,100,EXACT
Fabaceae,Dalbergia ,Dalbergia dalzielii ,Baker f.,Dalbergia dalzielii Hutch. & Dalziel,SPECIES,Fabaceae,Dalbergia dalzielii,100,EXACT
Fabaceae,Dalbergia ,Dalbergia ecastaphyllum ,(L.) Taub.,Dalbergia ecastaphyllum (L.) Taub.,SPECIES,Fabaceae,Dalbergia ecastaphyllum,100,EXACT
Fabaceae,Dalbergia ,Dalbergia hostilis ,Benth.,Dalbergia hostilis Benth.,SPECIES,Fabaceae,Dalbergia hostilis,100,EXACT
Fabaceae,Dalbergia ,Dalbergia saxatilis ,Hook. f.,Dalbergia saxatilis Hook.f.,SPECIES,Fabaceae,Dalbergia saxatilis,100,EXACT
Fabaceae,Dalbergia ,Dalbergia sissoo ,Roxb.,Dalbergia sissoo DC.,SPECIES,Fabaceae,Dalbergia sissoo,100,EXACT
Fabaceae,Dalbergiella,Dalbergiella welwitschii ,(Bak.)Bak.F.,Dalbergiella welwitschii (Baker) Baker f.,SPECIES,Fabaceae,Dalbergiella welwitschii,100,EXACT
Fabaceae,Daniellia,Daniellia oliveri, (Rolfe) Hutch. & Dalziel,Daniellia oliveri (Rolfe) Hutch. & Dalziel,SPECIES,Fabaceae,Daniellia oliveri,100,EXACT
Fabaceae,Daniellia ,Daniellia ogea ,(Harms) Rolfe ex Holl,Daniellia ogea (Harms) Holland,SPECIES,Fabaceae,Daniellia ogea,100,EXACT
Fabaceae,Daniellia ,Daniellia thurifera  ,Benn,Daniellia thurifera Benn.,SPECIES,Fabaceae,Daniellia thurifera,100,EXACT
Fabaceae,Delonix,Delonix regia,( Boj. Ex Hook.) Raf.,Delonix regia (Hook.) Raf.,SPECIES,Fabaceae,Delonix regia,100,EXACT
Fabaceae,Desmodium,Desmodium distortum ,(Aubl.) JF Macbr.,Desmodium distortum (Aubl.) J.F.Macbr.,SPECIES,Fabaceae,Desmodium distortum,100,EXACT
Fabaceae,Desmodium ,Desmodium adscendens (Sw.) DC. var. adscendens,,Desmodium adscendens (Sw.) DC.,SPECIES,Fabaceae,Desmodium adscendens,100,EXACT
Fabaceae,Desmodium ,Desmodium canum ,(J.F.Gmel.) Schum. & Thonn.,Desmodium canum (J.F.Gmel.) Schinz & Thell.,SPECIES,Fabaceae,Desmodium canum,100,EXACT
Fabaceae,Desmodium ,Desmodium gangeticum (L.) DC. var. maculatum, (L.) Bak.,Desmodium gangeticum (L.) DC.,SPECIES,Fabaceae,Desmodium gangeticum,100,EXACT
Fabaceae,Desmodium ,Desmodium hirtum ,Guill. & Perr.,Desmodium hirtum Guill. & Perr.,SPECIES,Fabaceae,Desmodium hirtum,100,EXACT
Fabaceae,Desmodium ,Desmodium ramosissimum ,G.Don,Desmodium ramosissimum G.Don,SPECIES,Fabaceae,Desmodium ramosissimum,100,EXACT
Fabaceae,Desmodium ,Desmodium salicifolium ,(Poir.) DC.,Desmodium salicifolium (Poir.) DC.,SPECIES,Fabaceae,Desmodium salicifolium,100,EXACT
Fabaceae,Desmodium ,Desmodium scorpiurus ,(Sw.) DC.,Desmodium scorpiurus (Sw.) Desv.,SPECIES,Fabaceae,Desmodium scorpiurus,100,EXACT
Fabaceae,Desmodium ,Desmodium tortuosum ,(Sw.) DC.,Desmodium tortuosum (Sw.) DC.,SPECIES,Fabaceae,Desmodium tortuosum,100,EXACT
Fabaceae,Desmodium ,Desmodium triflorum ,(L.) DC.,Desmodium triflorum (L.) DC.,SPECIES,Fabaceae,Desmodium triflorum,100,EXACT
Fabaceae,Desmodium ,Desmodium velutinum, (Willd.) DC.,Desmodium velutinum (Willd.) DC.,SPECIES,Fabaceae,Desmodium velutinum,100,EXACT
Fabaceae,Detarium,Detarium senegalense ,JL Gmel.,Detarium senegalense J.F.Gmel.,SPECIES,Fabaceae,Detarium senegalense,100,EXACT
Fabaceae,Detarium ,Detarium microcarpum ,Guill. & Perr.,Detarium microcarpum Guill. & Perr.,SPECIES,Fabaceae,Detarium microcarpum,100,EXACT
Fabaceae,Dialium,Dialium guineense ,Willd.,Dialium guineense Willd.,SPECIES,Fabaceae,Dialium guineense,100,EXACT
Fabaceae,Dichrostachys,Dichrostachys cinerea ,(L.) Wight& Am. Subsp. Cinerea,Dichrostachys cinerea (L.) Wight & Arn.,SPECIES,Fabaceae,Dichrostachys cinerea,100,EXACT
Fabaceae,Dichrostachys ,Dichrostachys cinerea ,(L.) Wight & Arn.,Dichrostachys cinerea (L.) Wight & Arn.,SPECIES,Fabaceae,Dichrostachys cinerea,100,EXACT
Fabaceae,Dioclea,Dioclea reflexa ,Hook.f.,Dioclea reflexa Hook.f.,SPECIES,Fabaceae,Dioclea reflexa,100,EXACT
Fabaceae,Distemonanthus,Distemonanthus benthamianus ,Baill.,Distemonanthus benthamianus Baill.,SPECIES,Fabaceae,Distemonanthus benthamianus,100,EXACT
Fabaceae,Dolichos ,Dolichos grandistipulatus ,Harms,Dolichos grandistipulatus Harms,SPECIES,Fabaceae,Dolichos grandistipulatus,100,EXACT
Fabaceae,Drepanocarpus,Drepanocarpus lunatus ,(L.f.) G.Mey.,Drepanocarpus lunatus (L.f.) G.Mey.,SPECIES,Fabaceae,Drepanocarpus lunatus,100,EXACT
